AttributeID,AttributeName,SortAttribute,AttributeDescriptionDE,Pset,AllowedValuesDE,RegexCheckDE,DataTyp,Unit,IFC2x3,IFC4,IFC4.3,Applicability,ProjectPhase,ProjectPhaseDE,ElementID,ModelID,WorkflowID,ServiceLevelDE,InformationProviderDE,SortElement,ElementNameDE,IfcEntityIfc4.0Name,ElementDescriptionDE,ContainedInDE,Attributes,ModelNameDE,ModelDescriptionDE,FileNameDE,SortModels,SorrWorkflow,WorkflowNameDE,WorkflowSubheaderEN,WorkflowSubheaderDE,WorkflowDescriptionDE,Status,Selected
CleaningCategory_Fenster / Oberlichter (eBKP-H: E03.01),CleaningCategory,202,Definiert wie das Fenster zu reinigen ist.,Cust_Element,"Innenreinigung (1-seitig), Außenreinigung (1-seitig), Komplettreinigung (2-seitig), Rahmenreinigung, Fensterbänke, Glasflächen in schwer zugänglichen Bereichen, Sonderreinigung",,,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Fenster / Oberlichter (eBKP-H: E03.01),Architektur Gesamtmodell inkl. Räumen,Visualisieren von Reinigungskategorien,Sonderleistung,Planer (CDE oder Modell),27.0,Fenster / Oberlichter (eBKP-H: E03.01),IfcWindow,"Alle Innen- und Aussenfenster.
- Der Glasanteil mit einem transparenten Material exportiert wird. 
- Jedes Fenster hat einen Bezug zum Raum.","Geschoss / Stockwerk, eBKP-H Klassifizierung","Name_Fenster / Oberlichter (eBKP-H: E03.01),Description_Fenster / Oberlichter (eBKP-H: E03.01),IsExternal_Fenster / Oberlichter (eBKP-H: E03.01),FireRating_Fenster / Oberlichter (eBKP-H: E03.01),PredefinedType_Fenster / Oberlichter (eBKP-H: E03.01),Status_Fenster / Oberlichter (eBKP-H: E03.01),SecurityRating_Fenster / Oberlichter (eBKP-H: E03.01),Area_Fenster / Oberlichter (eBKP-H: E03.01),GlazingAreaFraction_Fenster / Oberlichter (eBKP-H: E03.01),Opens_Fenster / Oberlichter (eBKP-H: E03.01),HasDrive_Fenster / Oberlichter (eBKP-H: E03.01),CleaningCategory_Fenster / Oberlichter (eBKP-H: E03.01),IsExternal_Fenster / Oberlichter (eBKP-H: E03.01)",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,23.0,,,,,,1.0
Floormaterial_Bodenbeläge,Floormaterial,200,"Bezeichnung des Bodenbelagsmaterial nach Standard des Bewirtschaftungssystems.

- Materialien mit BB am Anfang sind für den Innenbereich vorgesehen.
- Materialien mit AB sind für den Aussenbereich vorgesehen.
",Cust_Element,"BB01: unbekannt, BB10: Textile Bodenbeläge, BB20: Kunststoffbeläge und Linoleum, BB30: Guss-(Asphalt) und Gummiböden, BB40: Parkett, Korkparkett, BB50: Stein- und Zementböden (rauh), BB60: Stein- und Plattenböden (poliert), BB70: Steinholz (Holzzement), Klinker und Tonplatten unglasiert, BB80: Waschbeton, BB90: Noppen- und Pastillenbeläge, BB91: Holzriemenboden, BB92: Naturboden, BB95: Gitterrost, BB96: Riffelblech, BB97: Spanplatte, BB98: Glas, BB99: Sonstige",,,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Bodenbeläge,Architektur Gesamtmodell inkl. Räumen,Reinigung / Umgebungspflege,Grundleistung,Planer (CDE oder Modell),30.0,Bodenbeläge,IfcCovering,"Fussbodenbeläge Bodenbeläge werden erst als eigenes Element modelliert, wenn es unterschiedliche Bodenbeläge oder Aufbauten innerhalb eines Raumes gibt.","Geschoss / Stockwerk, eBKP-H Klassifizierung","Floormaterial_Bodenbeläge,NetArea_Bodenbeläge,PredefinedType_Bodenbeläge",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,10.0,,,,,,1.0
Description_Fenster / Oberlichter (eBKP-H: E03.01),Description,2,Eindeutige Typenbezeichnung nach Vorgabe des Projektverfassers. ,,,,IfcText,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Fenster / Oberlichter (eBKP-H: E03.01),Architektur Gesamtmodell inkl. Räumen,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),27.0,Fenster / Oberlichter (eBKP-H: E03.01),IfcWindow,"Alle Innen- und Aussenfenster.
- Der Glasanteil mit einem transparenten Material exportiert wird. 
- Jedes Fenster hat einen Bezug zum Raum.","Geschoss / Stockwerk, eBKP-H Klassifizierung","Name_Fenster / Oberlichter (eBKP-H: E03.01),Description_Fenster / Oberlichter (eBKP-H: E03.01),IsExternal_Fenster / Oberlichter (eBKP-H: E03.01),FireRating_Fenster / Oberlichter (eBKP-H: E03.01),PredefinedType_Fenster / Oberlichter (eBKP-H: E03.01),Status_Fenster / Oberlichter (eBKP-H: E03.01),SecurityRating_Fenster / Oberlichter (eBKP-H: E03.01),Area_Fenster / Oberlichter (eBKP-H: E03.01),GlazingAreaFraction_Fenster / Oberlichter (eBKP-H: E03.01),Opens_Fenster / Oberlichter (eBKP-H: E03.01),HasDrive_Fenster / Oberlichter (eBKP-H: E03.01),CleaningCategory_Fenster / Oberlichter (eBKP-H: E03.01),IsExternal_Fenster / Oberlichter (eBKP-H: E03.01)",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,1.0,,,,,,1.0
Name_Bauteil Typ Architektur,Name,1,"Elemententypename nach dem Standard des Projektverfassers und soll nach einem differenzieren charakteristischen Merkmalen erfolgen. z.B. Material, Typ, Dimension, ... Es ist einzig auf Eindeutigkeit zu achten.

Der Typ wird dafür genutzt um generelle Daten für die Dokumentation zu übergeben., sodass dies nicht auf jedem Element (Instanz) gepfelgt werden muss.",,,,IfcLabel,,checked,checked,checked,,"31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Bauteil Typ Architektur,Architektur Gesamtmodell inkl. Räumen,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),24.0,Bauteil Typ Architektur,,"Es ist wenn immer möglich mit einer Typisierung der Element zu arbeiten. Die Typisierung erfolgt nach dem Standard des Projektverfassers und soll nach einem differenzieren charakteristischen Merkmalen erfolgen. z.B. Material, Typ, Dimension, ... Es ist einzig auf Eindeutigkeit zu achten.

Der Typ wird dafür genutzt um generelle Daten für die Dokumentation zu übergeben., sodass dies nicht auf jedem Element (Instanz) gepfelgt werden muss.Jedes Element sollte einem Typ zugeordnet sein.",Projekt,"PointOfContact_Bauteil Typ Architektur,SerialNumber_Bauteil Typ Architektur,ModelLabel_Bauteil Typ Architektur,Manufacturer_Bauteil Typ Architektur,ModelReference_Bauteil Typ Architektur,Name_Bauteil Typ Architektur",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,1.0,,,,,,1.0
Name_eBKP-H Klassifizierung,Name,1,Alle Bauteile sind nach eBKP-H Gruppe und zweistelligen Zahlencode zu klassifizieren.,,eBKP,,,,checked,checked,checked,checked,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung",eBKP-H Klassifizierung,Architektur Gesamtmodell inkl. Räumen,Visualisieren der eBKP-h Zuordnung von Bauteilen für Plausibilisierungen,Grundleistung,Planer (CDE oder Modell),20.0,eBKP-H Klassifizierung,IfcClassification,Alle Bauteile in den Modellen sind nach eBKP-H zu klassifizieren. d.h. Die Bauteile werden der eBKP-H Klassifizierung zugeordnet.,Projekt,Name_eBKP-H Klassifizierung,Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,17.0,,,,,,1.0
HasDrive_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),HasDrive,802,Gibt an ob die Tür Elektrisch öffenbar ist.,Pset_DoorCommon,"TRUE, FALSE",,IfcBoolean,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),Architektur Gesamtmodell inkl. Räumen,Wartung / Inspektion (OM),Grundleistung,Planer (CDE oder Modell),26.0,Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),IfcDoor,"Alle Innen- und Aussentüren / Tore und Revisionsöffnungen.
- Glasflächen in Fenster und Türen sind mit einem transparenten Material zu modellieren.
- Das Attribut ""PredefinedType"" muss geführt sein.
- Halten Sie den Detailierungsgrad besser klein und arbeiten Sie mit einer Türliste für zusätzliche Anforderungen.
- Führen Sie ab Bauprojekt eine eindeutige Türnummer als Verknüpfung zur Türliste mit den weiteren Eigenschaften.
- Modellieren sie die Türen/Fenster geschlossen. Der Bewegungsraum von Türen kann als eigenes Element ergänzt werden.","Geschoss / Stockwerk, eBKP-H Klassifizierung","Name_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),Description_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),PredefinedType_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),IsExternal_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),FireRating_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),Status_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),SecurityRating_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),HasDrive_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),OperationType_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),Area_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),GlazingAreaFraction_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),CleaningCategory_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),IsExternal_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06)",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,2.0,,,,,,1.0
Name_Schutzzonen,Name,1,"Zone ID, Name der Zone gemäss Klassifikation Zonentyp: ""SZ1""	",,"SZ0, SZ1, SZ2, SZ3",,IfcLabel,,checked,checked,checked,checked,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Schutzzonen,Architektur Gesamtmodell inkl. Räumen,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),13.0,Schutzzonen,IfcZone,Die Schutzzonen werden als IfcZone modelliert und zeigen welche Räume welcher Schutzzone zugeordnet sind.Die einzelnen modellierten Räumen werden den Zonen zugeordnet. Ein Raum kann somit teil von unterschiedlichen Zonen sein.,Projekt,Name_Schutzzonen,Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,1.0,,,,,,1.0
Name_Raum,Name,1,"Eindeutige Nummer des Raumes. z.B. 01.008 nach dem Schema Geschoss Fortlaufende Nummer


",,,,IfcLabel,,checked,checked,checked,,"32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Raum,Architektur Gesamtmodell inkl. Räumen,Projektstart mit BIM,Grundleistung,Planer (CDE oder Modell),9.0,Raum,IfcSpace,"Nettoräume repräsentieren die Nutzflächen gemäss SIA 416 (Bruttoräume sind separat beschrieben) und sind Geschossweise modelliert. Nettoräume werden für jeden Raum entsprechend den Raumbildenden Elementen angelegt.
Gemäss SIA, d0165 sind lichte Querschnitte von Schächten, Kaminen und Installationskanälen unter 0.25 m2 der Konstruktionsfläche zuzuweisen. Treppenaugen unter 0.25 m2 sind dem Treppenraum zuzuweisen.
- Es muss jeder Hohlraum modelliert werden. Zum Beispiel  Technik-,  Aufzugsschächte und Lufträume (siehe separaten Punkt) .
- Damit die Flächenauszüge korrekt sind, darf es zu keinen Raumüberschneidungen und Raumdoppelungen kommen.
- Räume sind von Oberkante Fertigfussboden (OKFB) bis zu Unterkanterohdecke (UKRD) zu modellieren, sodass Gebäudetechnikkompetenten eindeutig den Räumen zugeordnet werden können.

- Sämtliche Flächen/Volumen sind mit dem Raumwerkzeug als Volumen zu modellieren.
- Es muss jeder Hohlraum modelliert werden. Zum Beispiel Technik-, Aufzugsschächte und Lufträume.
- Damit die Flächenauszüge korrekt sind, darf es zu keinen Raumüberschneidungen und Raumdoppelungen kommen.
- Die Räume sollten beim Architekturmodell von der Oberkante des fertigen Bodens bis zur Unterkante der fertigen Decke und beim TGA-Modell von der Mitte der unteren bis zur Mitte der oberen Decke modelliert werden, damit die technischen Komponenten des Gebäudes den Räumen eindeutig zugeordnet werden können.",Geschoss / Stockwerk,"AreaLoad_Raum,PointLoad_Raum,IsExternal_Raum,FireExit_Raum,OccupancyNumber_Raum,NetPlannedArea_Raum,Name_Raum,Description_Raum,GrossFloorArea_Raum,MinimumHeadroom_Raum,PredefinedTyp_Raum,FinishCeilingHeight_Raum,NetFloorArea_Raum,EBZ_Raum,Height_Raum,FireExit_Raum,NaturalVentilationRate_Raum,SpaceTemperatureWinterMin_Raum,SpaceTemperatureSummerMax_Raum,SpaceHumidityMax_Raum,GrossVolume_Raum,HandicapAccessible_Raum",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,3.0,,,,,,1.0
* Alle Mengen berechnet aus Erstellersoftware_Architektonische Bauteil / Element (Allgemein),* Alle Mengen berechnet aus Erstellersoftware,1800,"Flächen, Breiten, Volumen sind zu allen Elementen für die Projektierung und das Projektbegleitende QS in den vom Authorensystem vorgesehenen Standard zu liefern.",Qto_*BaseQuantities,,,,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Architektonische Bauteil / Element (Allgemein),Architektur Gesamtmodell inkl. Räumen,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),25.0,Architektonische Bauteil / Element (Allgemein),,"Diese Vorgaben für nicht näher spezifizierte Elemente sind Richtlinien. Die exakte Einhaltung wird nicht streng geprüft. Ziel ist ein guter Datenaustausch zwischen Disziplinen durch möglichst standardkonforme Arbeit.
- Wählen Sie die passendste IfcEntität (z.B. IfcSlab)
- Nutzen Sie PredefinedType zur genaueren Spezifikation
- Pflegen Sie relevante Attribute
- Verwenden Sie einheitliche Bezeichnungen
- Modellieren Sie Bauteile geschossweise (z.B. Wände an Geschossgrenzen trennen)
- Wählen Sie den größtmöglichen geometrischen Abstraktionsgrad (z.B. Platzhalterelement statt Details)","Geschoss / Stockwerk, eBKP-H Klassifizierung","Name_Architektonische Bauteil / Element (Allgemein),PredefinedType_Architektonische Bauteil / Element (Allgemein),Status_Architektonische Bauteil / Element (Allgemein),FireRating_Architektonische Bauteil / Element (Allgemein),External _Architektonische Bauteil / Element (Allgemein),AcousticRating_Architektonische Bauteil / Element (Allgemein),ThermalTransmittance_Architektonische Bauteil / Element (Allgemein),LoadBearing_Architektonische Bauteil / Element (Allgemein),* Alle Mengen berechnet aus Erstellersoftware_Architektonische Bauteil / Element (Allgemein)",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,1.0,,,,,,1.0
IsExternal_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),IsExternal,803,Gibt an ob es sich um ein Innen- oder um ein Aussenfenster handelt.,Pset_DoorCommon,FALSE,,IfcBoolean,,,checked,checked,checked,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),Architektur Gesamtmodell inkl. Räumen,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),26.0,Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),IfcDoor,"Alle Innen- und Aussentüren / Tore und Revisionsöffnungen.
- Glasflächen in Fenster und Türen sind mit einem transparenten Material zu modellieren.
- Das Attribut ""PredefinedType"" muss geführt sein.
- Halten Sie den Detailierungsgrad besser klein und arbeiten Sie mit einer Türliste für zusätzliche Anforderungen.
- Führen Sie ab Bauprojekt eine eindeutige Türnummer als Verknüpfung zur Türliste mit den weiteren Eigenschaften.
- Modellieren sie die Türen/Fenster geschlossen. Der Bewegungsraum von Türen kann als eigenes Element ergänzt werden.","Geschoss / Stockwerk, eBKP-H Klassifizierung","Name_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),Description_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),PredefinedType_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),IsExternal_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),FireRating_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),Status_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),SecurityRating_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),HasDrive_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),OperationType_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),Area_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),GlazingAreaFraction_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),CleaningCategory_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06),IsExternal_Tür / Tor / Revisionsöffnung (eBKP-H: E03.02 / E03.03 / G01.05 / G01.06)",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,1.0,,,,,,1.0
FinishCeilingHeight_Parkplatz,FinishCeilingHeight,2200,"Raumhöhe im Licht [m] ist (Oberkante Fertig Fussboden bis zu Unterkante Fertig Decke): ""2.40""",Qto_SpaceBaseQuantities,,,Q_Length,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung",Parkplatz,Architektur Gesamtmodell inkl. Räumen,Berechnen von SIA416 Volumenkennwerten,Grundleistung,Planer (CDE oder Modell),12.0,Parkplatz,IfcSpace,Jeder einzelne Parkplatz ist als eigenes IfcSpace Element zu modellieren. Lufträume sind als eigener Raum von Oberkante des unteren Raumes bis Unterkanterohdecke (UKRD) zu modellieren. ,Geschoss / Stockwerk,"LongName_Parkplatz,PredefinedTyp_Parkplatz,NetFloorArea_Parkplatz,Height_Parkplatz,FinishCeilingHeight_Parkplatz",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,5.0,,,,,,1.0
FinishCeilingHeight_Raum,FinishCeilingHeight,2200,"Raumhöhe im Licht [m] ist (Oberkante Fertig Fussboden bis zu Unterkante Fertig Decke): ""2.40""",Qto_SpaceBaseQuantities,,,Q_Length,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung",Raum,Architektur Gesamtmodell inkl. Räumen,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell),9.0,Raum,IfcSpace,"Nettoräume repräsentieren die Nutzflächen gemäss SIA 416 (Bruttoräume sind separat beschrieben) und sind Geschossweise modelliert. Nettoräume werden für jeden Raum entsprechend den Raumbildenden Elementen angelegt.
Gemäss SIA, d0165 sind lichte Querschnitte von Schächten, Kaminen und Installationskanälen unter 0.25 m2 der Konstruktionsfläche zuzuweisen. Treppenaugen unter 0.25 m2 sind dem Treppenraum zuzuweisen.
- Es muss jeder Hohlraum modelliert werden. Zum Beispiel  Technik-,  Aufzugsschächte und Lufträume (siehe separaten Punkt) .
- Damit die Flächenauszüge korrekt sind, darf es zu keinen Raumüberschneidungen und Raumdoppelungen kommen.
- Räume sind von Oberkante Fertigfussboden (OKFB) bis zu Unterkanterohdecke (UKRD) zu modellieren, sodass Gebäudetechnikkompetenten eindeutig den Räumen zugeordnet werden können.

- Sämtliche Flächen/Volumen sind mit dem Raumwerkzeug als Volumen zu modellieren.
- Es muss jeder Hohlraum modelliert werden. Zum Beispiel Technik-, Aufzugsschächte und Lufträume.
- Damit die Flächenauszüge korrekt sind, darf es zu keinen Raumüberschneidungen und Raumdoppelungen kommen.
- Die Räume sollten beim Architekturmodell von der Oberkante des fertigen Bodens bis zur Unterkante der fertigen Decke und beim TGA-Modell von der Mitte der unteren bis zur Mitte der oberen Decke modelliert werden, damit die technischen Komponenten des Gebäudes den Räumen eindeutig zugeordnet werden können.",Geschoss / Stockwerk,"AreaLoad_Raum,PointLoad_Raum,IsExternal_Raum,FireExit_Raum,OccupancyNumber_Raum,NetPlannedArea_Raum,Name_Raum,Description_Raum,GrossFloorArea_Raum,MinimumHeadroom_Raum,PredefinedTyp_Raum,FinishCeilingHeight_Raum,NetFloorArea_Raum,EBZ_Raum,Height_Raum,FireExit_Raum,NaturalVentilationRate_Raum,SpaceTemperatureWinterMin_Raum,SpaceTemperatureSummerMax_Raum,SpaceHumidityMax_Raum,GrossVolume_Raum,HandicapAccessible_Raum",Architektur Gesamtmodell inkl. Räumen,,M ARCHI-GM,2.0,1.0,,,,,,1.0
