AttributeID,AttributeName,SortAttribute,AttributeDescriptionDE,Pset,AllowedValuesDE,RegexCheckDE,DataTyp,Unit,IFC2x3,IFC4,IFC4.3,Applicability,ProjectPhase,ProjectPhaseDE,ElementID,ModelID,WorkflowID,ServiceLevelDE,InformationProviderDE
PointOfContact_Bauteil Typ Tragwerk,PointOfContact,1501.0,"Gültige E-Mail Adresse Lieferant: ""info@lieferant.com""",Pset_Warranty,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Bauteil Typ Tragwerk,"Bauingenieur Tragwerk inkl. Sperrzonen,Bauingenieur Tiefbau & Werkleitungen,Bauingenieur Holzbau,Bauingenieur Stahlbau","Datenübergabe in Bewirtschaftung BBL,Identifizieren von verbauten Produkten",Grundleistung,Planer (CDE oder Modell)
PointOfContact_HLKSE Bauteil Typ,PointOfContact,1506.0,"Gültige E-Mail Adresse Lieferant: ""info@lieferant.com""",Pset_Warranty,"^[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+\.[a-zA-Z]{2,}$
","^[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+\.[a-zA-Z]{2,}$
",IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE Bauteil Typ,"HLKSE Heizung-Kälte,HLKSE Sanitärplanung,HLKSE Lüftung-Klima,HLKSE Elektroplanung,HLKSE Lichtplanung,HLKSE Gebäudeautomation,HLKSE Sprinklerplanung,Spezialist Sicherheitsplanung","Datenübergabe in Bewirtschaftung BBL,Identifizieren von verbauten Produkten",Grundleistung,Planer (CDE oder Modell)
FireRating_Fenster / Oberlichter (eBKP-H: E03.01),FireRating,1600.0,Gibt die Brandschutzeigenschaften gemäss VKF an.,Pset_WindowCommon,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Fenster / Oberlichter (eBKP-H: E03.01),"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung","Datenübergabe in Bewirtschaftung BBL,Beschaffung (PM/OM),Visualisieren der Brandschutzabschnitte",Grundleistung,Planer (CDE oder Modell)
HasDrive_Fenster / Oberlichter (eBKP-H: E03.01),HasDrive,1600.0,Gibt an ob das Fenster automatisch öffenbar ist.,Pset_WindowCommon,"TRUE, FALSE",,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Fenster / Oberlichter (eBKP-H: E03.01),"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung","Datenübergabe in Bewirtschaftung BBL,Beschaffung (PM/OM),Visualisieren der Brandschutzabschnitte",Grundleistung,Planer (CDE oder Modell)
GlazingAreaFraction_Fenster / Oberlichter (eBKP-H: E03.01),GlazingAreaFraction,1601.0,"Für den Glasanteil von Fenstern ist das Verhältnis zwischen Glasfläche / Türfläche einzutragen,",Pset_WindowCommon,,,,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Fenster / Oberlichter (eBKP-H: E03.01),"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung",Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell)
IsExternal_Fenster / Oberlichter (eBKP-H: E03.01),IsExternal,1602.0,Gibt an ob es sich um ein Innen- oder um ein Aussenfenster handelt.,Pset_WindowCommon,FALSE,,IfcBoolean,,,checked,checked,checked,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Fenster / Oberlichter (eBKP-H: E03.01),Architektur Gesamtmodell inkl. Räumen,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell)
IsExternal_Fenster / Oberlichter (eBKP-H: E03.01),IsExternal,1602.0,Gibt an ob es sich um ein Innen- oder um ein Aussenfenster handelt.,Pset_WindowCommon,TRUE,,IfcBoolean,,,checked,checked,checked,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Fenster / Oberlichter (eBKP-H: E03.01),Fassadenplanung,Datenübergabe in Bewirtschaftung BBL,Grundleistung,Planer (CDE oder Modell)
SecurityRating_Fenster / Oberlichter (eBKP-H: E03.01),SecurityRating,1603.0,Angaben des Einbruchsschutzes,Pset_WindowCommon,,,IfcLabel,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Fenster / Oberlichter (eBKP-H: E03.01),"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung","Wartung / Inspektion (OM),Datenübergabe in Bewirtschaftung BBL,Visualisieren der Sicherheitszonen",Grundleistung,Planer (CDE oder Modell)
Status_Fenster / Oberlichter (eBKP-H: E03.01),Status,1604.0,"Gibt an ob es sich um:
- NEW ...  Neu zu erstellendes Bauteil handelt
- EXISTING ... Ein Element das bestehend bleibt.
- DEMOLISH ... Ein Element das abgebrochen wird.
- TEMPORARY ... Ein Element das nur für die Bauzeit besteht.
",Pset_WindowCommon,"NEW, EXISTING, DEMOLISH, TEMPORARY",,,,checked,checked,checked,,"52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Fenster / Oberlichter (eBKP-H: E03.01),"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung","""Visualisieren von Abbruchs, und Neubauarbeiten für die Qualitätssicherung"",Datenübergabe in Bewirtschaftung BBL",Grundleistung,Planer (CDE oder Modell)
AcousticRating_Architektonische Bauteil / Element (Allgemein),AcousticRating,1700.0,Bau-Schalldämmmass R'w,Pset*Common,,,,dB,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Architektonische Bauteil / Element (Allgemein),"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung,Landschaftsarchitektur",Beschaffung (PM/OM),Grundleistung,Planer (CDE oder Modell)
AcousticRating_Wand / Raumtrennungen,AcousticRating,1700.0,Bau-Schalldämmmass R'w,Pset*Common,,,,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Wand / Raumtrennungen,"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung,Landschaftsarchitektur",Beschaffung (PM/OM),Grundleistung,Planer (CDE oder Modell)
External _Architektonische Bauteil / Element (Allgemein),External ,1701.0,"Gibt an ob es sich um ein Fenster zwischen zwei Innenräumen oder zwischen Innen und Aussen (Witterungsgeschützt) handelt.

- TRUE ... Aussenfenster
- FALSE ... Innenfenster",Pset*Common,"TRUE, FALSE",,,,checked,checked,checked,,"32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Architektonische Bauteil / Element (Allgemein),"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung,Landschaftsarchitektur,Spezialist Sicherheitsplanung","Datenübergabe in Bewirtschaftung BBL,Beschaffung (PM/OM)",Grundleistung,Planer (CDE oder Modell)
External _Wand / Raumtrennungen,External ,1701.0,Gibt an ob es sich um ein Fenster zwischen zwei Innenräumen (INTERNAL) oder zwischen Innen und Aussen (Witterungsgeschützt) handelt.,Pset*Common,"TRUE, FALSE",,,,checked,checked,checked,,"32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Wand / Raumtrennungen,"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung,Landschaftsarchitektur","Datenübergabe in Bewirtschaftung BBL,Beschaffung (PM/OM)",Grundleistung,Planer (CDE oder Modell)
FireRating_Architektonische Bauteil / Element (Allgemein),FireRating,1702.0,Brandschutzeigenschaft gemäss angaben des Brandschutzplaners,Pset*Common,,,,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Architektonische Bauteil / Element (Allgemein),"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung,Landschaftsarchitektur","Datenübergabe in Bewirtschaftung BBL,Beschaffung (PM/OM)",Grundleistung,Planer (CDE oder Modell)
FireRating_Wand / Raumtrennungen,FireRating,1702.0,Brandschutzeigenschaft gemäss angaben des Brandschutzplaners,Pset*Common,,,,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Wand / Raumtrennungen,"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung,Landschaftsarchitektur","Datenübergabe in Bewirtschaftung BBL,Beschaffung (PM/OM)",Grundleistung,Planer (CDE oder Modell)
LoadBearing_Architektonische Bauteil / Element (Allgemein),LoadBearing,1703.0,"Gibt an ob es sich um ein tragendes oder nichttragendes Bauteil handelt.

- TRUE ... tragend
- FALSE ... nichttragend",Pset*Common,"TRUE, FALSE",,,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Architektonische Bauteil / Element (Allgemein),"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung,Landschaftsarchitektur","Datenübergabe in Bewirtschaftung BBL,Visualisieren des Tragwerkes",Grundleistung,Planer (CDE oder Modell)
LoadBearing_Wand / Raumtrennungen,LoadBearing,1703.0,Gibt an ob es sich um ein tragendes oder nichttragendes Bauteil handelt.,Pset*Common,"TRUE, FALSE",,,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Wand / Raumtrennungen,"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung,Landschaftsarchitektur","Datenübergabe in Bewirtschaftung BBL,Visualisieren des Tragwerkes",Grundleistung,Planer (CDE oder Modell)
LoadBearing_Tragende Bauteile / Elemente (Allgemein),LoadBearing,1704.0,Gibt an ob es sich um ein tragendes oder nichttragendes Bauteil handelt.,Pset*Common,"TRUE, FALSE",,,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Tragende Bauteile / Elemente (Allgemein),"Bauingenieur Tragwerk inkl. Sperrzonen,Bauingenieur Tiefbau & Werkleitungen,Bauingenieur Holzbau,Bauingenieur Stahlbau","Datenübergabe in Bewirtschaftung BBL,Visualisieren des Tragwerkes",Grundleistung,Planer (CDE oder Modell)
AbsorbsEarthquakeImpacts_Tragende Bauteile / Elemente (Allgemein),AbsorbsEarthquakeImpacts,1704.0,Gibt an ob ein Bauteil für die Erdbebenaussteifung herangezogen wird.,Pset*Common,"TRUE, FALSE",,,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Tragende Bauteile / Elemente (Allgemein),"Bauingenieur Tragwerk inkl. Sperrzonen,Bauingenieur Tiefbau & Werkleitungen,Bauingenieur Holzbau,Bauingenieur Stahlbau","Datenübergabe in Bewirtschaftung BBL,Visualisieren des Tragwerkes",Grundleistung,Planer (CDE oder Modell)
Status_Architektonische Bauteil / Element (Allgemein),Status,1705.0,"Gibt an ob es sich um:
- NEW ...  Neu zu erstellendes Bauteil handelt
- EXISTING ... Ein Element das bestehend bleibt.
- DEMOLISH ... Ein Element das abgebrochen wird.
- TEMPORARY ... Ein Element das nur für die Bauzeit besteht.
",Pset*Common,"NEW, EXISTING, DEMOLISH, TEMPORARY",,,,checked,checked,checked,,"32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Architektonische Bauteil / Element (Allgemein),"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung,Landschaftsarchitektur,Spezialist Sicherheitsplanung","""Visualisieren von Abbruchs, und Neubauarbeiten für die Qualitätssicherung"",Datenübergabe in Bewirtschaftung BBL",Grundleistung,Planer (CDE oder Modell)
Status_Wand / Raumtrennungen,Status,1705.0,"Gibt an ob es sich um:
- NEW ...  Neu zu erstellendes Bauteil handelt
- EXISTING ... Ein Element das bestehend bleibt.
- DEMOLISH ... Ein Element das abgebrochen wird.
- TEMPORARY ... Ein Element das nur für die Bauzeit besteht.
",Pset*Common,"NEW, EXISTING, DEMOLISH, TEMPORARY",,,,checked,checked,checked,,"32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Wand / Raumtrennungen,"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung,Landschaftsarchitektur","""Visualisieren von Abbruchs, und Neubauarbeiten für die Qualitätssicherung"",Datenübergabe in Bewirtschaftung BBL",Grundleistung,Planer (CDE oder Modell)
Status_Tragende Bauteile / Elemente (Allgemein),Status,1706.0,"Gibt an ob es sich um:
- NEW ...  Neu zu erstellendes Bauteil handelt
- EXISTING ... Ein Element das bestehend bleibt.
- DEMOLISH ... Ein Element das abgebrochen wird.
- TEMPORARY ... Ein Element das nur für die Bauzeit besteht.
",Pset*Common,"NEW, EXISTING, DEMOLISH, TEMPORARY",,,,checked,checked,checked,,"32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Tragende Bauteile / Elemente (Allgemein),"Bauingenieur Tragwerk inkl. Sperrzonen,Bauingenieur Tiefbau & Werkleitungen,Bauingenieur Holzbau,Bauingenieur Stahlbau","""Visualisieren von Abbruchs, und Neubauarbeiten für die Qualitätssicherung"",Datenübergabe in Bewirtschaftung BBL",Grundleistung,Planer (CDE oder Modell)
PredefinedType_Tragende Bauteile / Elemente (Allgemein),PredefinedType,1706.0,"Um die Lesbar- und Weiteverwendbarkeit in anderen Softwaretools zu erhöhen, sollte wo immer möglich das Attribut PredefinedType nach IFC Standard gepflegt werden.",Pset*Common,,,,,checked,checked,checked,,"32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Tragende Bauteile / Elemente (Allgemein),"Bauingenieur Tragwerk inkl. Sperrzonen,Bauingenieur Tiefbau & Werkleitungen,Bauingenieur Holzbau,Bauingenieur Stahlbau","""Visualisieren von Abbruchs, und Neubauarbeiten für die Qualitätssicherung"",Datenübergabe in Bewirtschaftung BBL",Grundleistung,Planer (CDE oder Modell)
Status_HLKSE Bauteil/Elemente/Komponenten (Allgemein),Status,1708.0,"Gibt an ob es sich um:
- NEW ...  Neu zu erstellendes Bauteil handelt
- EXISTING ... Ein Element das bestehend bleibt.
- DEMOLISH ... Ein Element das abgebrochen wird.
- TEMPORARY ... Ein Element das nur für die Bauzeit besteht.
",Pset*Common,"NEW, EXISTING, DEMOLISH, TEMPORARY",,,,checked,checked,checked,,"32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",HLKSE Bauteil/Elemente/Komponenten (Allgemein),"HLKSE Heizung-Kälte,HLKSE Sanitärplanung,HLKSE Lüftung-Klima,HLKSE Elektroplanung,HLKSE Lichtplanung,HLKSE Gebäudeautomation,HLKSE Sprinklerplanung,Spezialist Sicherheitsplanung","""Visualisieren von Abbruchs, und Neubauarbeiten für die Qualitätssicherung"",Datenübergabe in Bewirtschaftung BBL",Grundleistung,Planer (CDE oder Modell)
Status_Aushub- & Aufschüttungsvolumen,Status,1713.0,"Gibt an ob es sich um:
- NEW ...  Neu zu erstellendes Bauteil handelt
- EXISTING ... Ein Element das bestehend bleibt.
- DEMOLISH ... Ein Element das abgebrochen wird.
- TEMPORARY ... Ein Element das nur für die Bauzeit besteht.
",Pset_BuildingElementProxyCommon,"NEW, EXISTING, DEMOLISH, TEMPORARY",,,,checked,checked,checked,,"32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb","32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb",Aushub- & Aufschüttungsvolumen,Bauingenieur Baugrube,"""Visualisieren von Abbruchs, und Neubauarbeiten für die Qualitätssicherung"",Datenübergabe in Bewirtschaftung BBL",Grundleistung,Planer (CDE oder Modell)
ThermalTransmittance_Architektonische Bauteil / Element (Allgemein),ThermalTransmittance,1714.0,Gibt den U-Wert gemäss Wärmeschutzkonzept an.,Pset*Common,,,,w/m2K,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Architektonische Bauteil / Element (Allgemein),"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung,Landschaftsarchitektur",Beschaffung (PM/OM),Grundleistung,Planer (CDE oder Modell)
ThermalTransmittance_Wand / Raumtrennungen,ThermalTransmittance,1714.0,Gibt den U-Wert gemäss Wärmeschutzkonzept an.,Pset*Common,,,,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Wand / Raumtrennungen,"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung,Landschaftsarchitektur",Beschaffung (PM/OM),Grundleistung,Planer (CDE oder Modell)
* Alle Mengen berechnet aus Erstellersoftware_Architektonische Bauteil / Element (Allgemein),* Alle Mengen berechnet aus Erstellersoftware,1800.0,"Flächen, Breiten, Volumen sind zu allen Elementen für die Projektierung und das Projektbegleitende QS in den vom Authorensystem vorgesehenen Standard zu liefern.",Qto_*BaseQuantities,,,,,checked,checked,checked,,"11 Bedürfnisformulierung / Lösungsstrategien,21 Definition des Vorhabens / Machbarkeitsstudie,22 Auswahlverfahren,31 Vorprojekt,32 Bauprojekt,33 Bewilligungsverfahren,""41 Ausschreibung / Offertvergleich, Vergabantrag"",51 Ausführungsplanung,52 Ausführung,53 Inbetriebnahme / Abschluss,61 Betrieb,62 Erhaltung","11 Bedürfnisformulierung / Lösungsstrategien, 21 Definition des Vorhabens / Machbarkeitsstudie, 22 Auswahlverfahren, 31 Vorprojekt, 32 Bauprojekt, 33 Bewilligungsverfahren, 41 Ausschreibung / Offertvergleich, Vergabantrag, 51 Ausführungsplanung, 52 Ausführung, 53 Inbetriebnahme / Abschluss, 61 Betrieb, 62 Erhaltung",Architektonische Bauteil / Element (Allgemein),"Architektur Gesamtmodell inkl. Räumen,Fassadenplanung,Landschaftsarchitektur,Spezialist Sicherheitsplanung","Beschaffung (PM/OM),Datenübergabe in Bewirtschaftung BBL",Grundleistung,Planer (CDE oder Modell)
